,ra,dec,label
20593,31.52361,-30.8272,0
38152,8.781606,-3.56055,0
23376,16.603516,-44.161011,0
11547,328.945288,-47.226538,0
5226,45.578344,-21.934827,1
31807,18.899326000000002,-22.678889,1
1489,28.971006,-34.777446999999995,1
22757,30.431202000000003,-61.025577,1
36641,43.843348999999996,-1.981834,1
24910,73.126963,-40.68314,0
28005,48.595237,-25.655747,1
19222,56.268036,-27.867528000000004,0
30969,21.328259,-31.996266,0
9907,37.668851000000004,-11.123429,0
24853,88.63006899999998,-46.642036,0
38560,353.71931,-52.95780500000001,1
5127,306.971998,-57.631335,0
16619,53.202247,-35.945925,1
10909,40.386127,-8.295774,0
8910,5.750154,-30.763278999999997,1
2337,65.681865,-22.079156,0
39647,20.527992,-5.980358,0
33289,24.191828,-64.944197,0
14816,318.23925099999997,-58.394341000000004,0
16136,62.5133,-23.511566000000002,1
15495,54.15524,-35.385871,1
14889,300.779501,-58.076778000000004,0
2896,65.94819,-58.74081999999999,0
5071,319.815188,-49.14329,0
35952,44.315846,-34.664908000000004,1
4099,346.19285099999996,-57.162508,0
23913,358.134402,-63.5741,1
34519,3.62296,-50.791486,0
8379,43.937719,-14.838709,1
18000,67.881445,-34.990624,1
15881,77.394477,-18.05082,0
14997,12.975287,-4.9738050000000005,1
11769,23.885459,-36.489136,0
34299,46.952644,-64.051043,1
26535,32.042218,-35.962846,1
10993,69.322648,-54.625219,0
20384,81.636645,-56.200361,0
3735,16.8168,-33.665017,1
38821,49.626154,-26.075833,1
33236,54.73264,-30.659709000000003,0
26457,60.849245,-59.049596,0
3433,22.609202,-17.254513,0
34539,39.038356,4.372091999999999,1
122,36.063445,-11.440032,1
7364,325.88834199999997,-0.242452,1
13505,66.993011,-30.358173,0
32609,4.399483999999999,0.949427,1
16974,76.15513899999998,-57.014506000000004,0
18179,51.819744,-21.471326,1
26198,324.629502,-60.785872,1
36527,30.964209999999998,-13.851206,1
12585,74.560144,-56.189659,0
20046,36.803569,3.285129,0
6620,57.532235,-38.302397,0
14808,13.870101000000002,-60.29537,0
16602,2.1143509999999996,-64.630871,0
17548,331.952733,-43.197967,0
31346,326.486916,-54.013815,0
7243,8.399499,-6.3078769999999995,1
3493,35.78304,-22.606041,0
2196,61.542219,-52.789372,0
25425,353.847213,-48.535716,0
25298,16.23499,-44.187940000000005,1
3530,30.363421000000002,-26.85825,1
13985,67.885841,-53.652954,0
24450,53.686792000000004,-44.794402000000005,0
31688,81.637827,-30.857006,1
27725,60.079080000000005,-16.200398999999997,1
25788,4.181793,-50.839042,1
8784,33.409906,-0.7016209999999999,0
36357,59.593572,-25.752147,0
14185,26.802,-28.151006,0
38311,44.402089000000004,-21.377051,1
23826,48.133319,-11.686956,1
4790,90.22486500000001,-56.155275,0
24481,7.4626579999999985,-26.772979,0
6462,19.935785,3.495278,1
19719,334.880896,-48.186942,0
28381,93.296138,-49.498608000000004,1
2360,29.286121,-0.481688,1
25393,53.161539000000005,-37.654664000000004,1
36559,11.273495,-29.079615000000004,0
21715,27.410088000000002,-1.388592,1
22600,305.096181,-53.756799,0
10292,52.460663000000004,-30.052585,0
8852,33.430205,-21.610052,0
917,96.215186,-58.977802000000004,0
5540,49.823523,-53.97143199999999,1
32172,15.800226,-6.802142999999999,1
17992,40.058004,3.013337,0
23634,12.320818,4.513648,1
10656,36.474203,-7.693796000000001,1
10902,72.246351,-19.332183999999998,1
28808,54.5866,-36.613801,0
29227,325.432894,-52.789086,0
25026,68.177802,-61.762235,1
38727,38.891771000000006,-28.327519,0
9802,359.87940299999997,-42.941364,1
16154,323.51365699999997,-53.57021700000001,0
20960,332.15204,-50.085426,1
11880,45.040308,-37.891958,1
11806,35.049653,-18.510247,0
27585,22.144465,-41.695069000000004,1
1332,33.772224,-27.098446000000003,1
15188,25.562174,4.426525,0
15300,14.187866,-38.158641,0
14973,82.921949,-42.149951,0
27527,332.015653,-51.014486,1
885,20.808719,-30.309803000000002,0
4164,24.882807,-17.111224,1
11666,6.990613000000001,-40.078873,0
23489,41.353219,-1.00734,1
22844,38.248233,-6.730021000000001,1
20585,304.760758,-57.728173,0
4024,59.523718,-44.251239,1
9383,15.571147,-57.556098999999996,1
32027,316.278543,-43.467925,0
37777,34.190788999999995,-16.447166,0
15262,45.990303000000004,-39.017677,0
35164,340.58441,-48.007672,1
13120,55.569022,-54.971895999999994,1
37482,49.703449,-43.351913,0
5279,334.92238199999997,-44.193282,1
10574,63.004528,-32.837968,0
23117,26.097607,-36.485886,1
6174,54.174329,-34.71152,1
24848,5.841913,-64.826264,1
21473,62.373849,-29.366514000000002,1
32317,318.97502000000003,-43.178779999999996,1
12788,18.170758,-17.413902,0
8006,85.148046,-61.436004000000004,0
19125,10.770466,-2.698744,0
20217,40.972086,-29.014032,0
32873,84.008706,-60.97811,1
7727,11.116373,-46.115184,0
25861,32.314029999999995,-8.264647,1
4391,343.357557,1.4136799999999998,1
21921,74.113964,-28.475172999999998,1
2762,54.679863,-23.301065,0
17160,326.94374799999997,-50.462811,1
16494,59.970112,-22.834864000000003,0
1934,75.30492199999998,-56.89625,0
16813,69.887366,-42.65999,1
36103,60.91891700000001,-39.136387,0
14271,9.203961,-50.669526,0
39581,348.63521299999996,-43.591085,0
37692,2.159157,-39.496416,0
10809,64.55973399999999,-22.745456,0
31423,61.271372,-44.833067,0
17570,320.23929100000004,-47.130486,0
9053,72.659143,-54.478771,0
27043,330.268118,-61.689855,0
13151,64.805614,-55.083587,1
18056,39.103147,-4.804777,1
8639,354.20405,-61.621037,1
9285,52.212956,-22.253771,1
27132,32.591308999999995,-50.279559000000006,0
7209,59.428633999999995,-55.547003000000004,1
30553,71.69363100000001,-54.670421,1
23764,2.2829040000000003,-61.354884,1
13886,72.50131999999999,-36.449098,1
17284,34.481637,0.742929,1
18183,50.942441,-43.978898,1
30575,9.405238,-25.844627,1
21501,19.188057,2.963119,1
467,5.639377,-3.159416,0
21037,47.30829,-56.87683199999999,1
11591,85.33443199999999,-41.636471,1
8553,12.82409,0.082256,1
29752,2.903455,2.338587,0
8388,15.817125,-61.124252,0
31916,60.40028100000001,-40.218055,1
31044,340.76291499999996,1.1117190000000001,1
5503,65.345089,-21.875354,0
2412,35.209889000000004,-52.050227,1
21922,343.152967,0.9036059999999999,1
33103,53.589751,-20.201435,1
13872,55.724413,-26.177711,1
36178,353.709926,-40.450172,0
27431,11.258181,-26.278617999999998,1
24366,74.406353,-60.216936,1
19394,314.28817200000003,-61.538989,1
3519,44.169726000000004,-1.519936,0
14931,84.73642199999998,-40.447316,0
31185,325.108657,-53.419911,1
18921,334.956378,-49.449408,1
27115,306.958124,-54.629227,0
35390,77.68225100000001,-21.764573000000002,1
17890,54.630796999999994,-31.540584000000003,1
22539,70.469385,-42.148323,1
8527,341.004644,0.671918,1
18649,39.701526,-10.956274,1
10401,29.394542,-33.688527,0
20731,6.6560869999999985,-46.761237,0
12262,320.71463,1.578198,0
35908,320.105128,-54.907969,0
6726,17.317335,-36.900846,0
17265,32.62724,-32.994119,0
21130,302.39847799999995,-56.536001,1
17184,87.695613,-61.427262,0
25431,54.213658,-43.497305,0
18849,9.022127000000001,-27.412371000000004,1
32399,35.905556,-64.17436,0
11196,11.575894,-63.532551,0
7502,39.258933,-12.149909,0
12847,79.80834300000001,-61.133275,1
10509,33.453792,-5.956517,0
30918,32.36544,-26.363323,0
15494,9.290486,-62.910253000000004,0
864,49.568205,-16.925027,0
38317,36.165602,-63.91980600000001,1
35254,55.236206,-18.655395000000002,1
12229,25.257466,-4.01037,0
30338,29.521441999999997,-21.497215,1
13810,5.963324999999998,-29.777002000000003,0
33782,75.226443,-25.298599,1
36500,26.79425,-15.468879000000001,1
22916,13.201431,-40.264342,0
17791,325.5135,-47.076588,0
21,37.086401,-34.363419,1
2061,309.86675299999996,-54.859407,1
23165,21.002821,4.911485,1
36203,1.4626439999999998,-50.006985,0
4646,321.502057,-51.260921,1
31502,78.642323,-36.822568,1
23497,61.390038,-52.489484,0
38638,29.715233,-42.224521,1
36335,323.857017,-57.249585,0
22405,50.680281,-37.260294,0
38360,327.99492799999996,-41.271469,1
4770,55.92510600000001,-15.113341,0
2085,66.31221500000001,-61.262098,0
26979,9.921693,3.121252,1
38633,19.127523,-56.49305,1
36293,58.80065,-53.354864,1
19048,83.399389,-26.919692,0
10294,72.282561,-54.844099,0
6482,33.348108,-24.018642,1
34782,34.364360999999995,-64.677611,0
22499,64.040525,-34.026018,1
9086,87.175956,-31.728303999999998,1
18623,317.537877,-42.451190999999994,1
16255,37.44543,-20.891481,0
35000,356.287258,-42.847547,1
12729,27.089028999999996,-46.996762,1
7566,65.67152899999999,-46.21566,0
25139,39.053071,-47.772148,0
9470,45.2352,-49.75662,0
20608,34.890351,-58.687528,1
33520,46.74156,-10.997098,1
19236,311.430816,-54.02948000000001,0
7014,69.181236,-41.007858,1
21415,84.50491799999998,-54.064697,0
1353,19.563882999999997,-3.546317,0
2720,327.844744,-57.05830400000001,0
632,8.718150999999999,-36.224123,0
15276,52.862465,-35.493999,1
32302,306.16840299999996,-53.660889000000005,0
13472,81.50321699999998,-25.255187,0
16165,81.97131999999999,-35.851859000000005,1
38444,75.62270699999999,-18.626573,1
22747,10.374393,-37.895292,0
32135,69.701679,-28.381188,0
9149,92.021148,-46.091963,0
17313,86.04077699999998,-46.16376,0
25299,49.840967,-49.587846,0
38011,92.173191,-41.318090000000005,0
38920,78.562333,-30.276147,0
14842,42.723282,-4.506672,0
30316,299.974225,-50.697742,0
35101,342.861401,0.9811620000000001,1
39845,51.933136,-52.937142,0
23318,337.747067,-2.150267,1
14034,320.07827799999995,-48.870413,0
22139,9.690446000000001,-55.446969,0
16387,359.701279,-54.539955000000006,0
3594,28.489838,-29.955527000000004,0
23370,68.624179,-39.863209000000005,0
35422,47.238775,-35.193598,1
33115,23.612244,-17.896772,1
19749,7.151738000000001,-55.421164000000005,0
27606,15.11974,-48.668983000000004,0
14484,80.68166599999998,-25.648332,0
10133,41.056184,-8.742167,0
25433,24.824112,-12.522558,0
10977,36.007178,-33.65497,0
3500,36.664302,2.5504689999999997,1
11942,4.2064949999999985,2.8051060000000003,0
24318,6.076849,-25.397387,1
20498,9.023748,-27.411303000000004,0
25685,301.000262,-58.174792000000004,1
2793,33.22354,-33.226948,1
36287,307.003199,-45.167429999999996,1
24737,45.835354,-15.618784,0
16351,3.06054,-63.414446999999996,1
6399,23.501591,3.770534,0
1990,26.436208,-27.917106,0
3352,37.138940000000005,-19.655923,0
25496,310.12032400000004,-39.857775,1
30411,30.965196999999996,-13.297682,1
32836,78.67515300000001,-55.57446899999999,1
20769,352.806869,2.2008400000000004,0
39820,9.788298,3.908418,0
1503,321.290924,-62.742654,1
5320,303.042083,-57.993275,0
27377,301.335336,-55.904336,1
37398,342.900132,-48.438915,0
9327,95.583733,-55.238578000000004,0
28792,70.03360500000001,-38.413927,0
27276,50.586365,-36.570198,1
13337,47.723721000000005,-12.164049,1
27380,335.108606,-44.684641,1
23952,36.910940000000004,-57.092892000000006,0
23254,18.340056,-46.668618,0
28249,52.939432999999994,-33.199165,1
15835,72.146833,-19.808346,0
39825,26.037557,-29.027518,0
25709,35.24876,-31.967663,0
38365,338.738718,-57.389327,0
24010,74.891311,-37.925678999999995,1
39312,12.959967,-1.9280400000000002,1
11845,4.838476999999999,-55.128634,1
5512,32.722247,-3.5649620000000004,0
38590,12.882674,-59.293255,0
1836,64.94452199999999,-57.322326000000004,1
10336,60.103135,-56.310612,0
9821,80.775013,-51.88293,0
19889,86.551837,-20.612766,1
24984,83.303722,-23.5489,0
10778,316.38083,-62.922396,1
13690,320.768007,-40.678151,1
37648,72.460161,-47.332739000000004,1
18911,6.1955480000000005,-59.815863,0
12601,2.024049,-44.627266,1
2703,1.256774,-41.137004,1
7774,51.080723,-46.666165,0
21842,42.670762,-52.98995600000001,0
460,38.596068,1.834983,0
8144,323.175142,-0.136574,0
39108,61.720044,-67.99046899999999,0
3537,12.133559,1.345025,0
35926,87.901055,-46.925418,1
35115,54.161613,-54.161968,1
11881,40.475664,-35.533296,1
10630,86.09878499999999,-30.888454,1
2966,49.989612,-10.303621000000001,1
33043,11.856788,-24.617235,0
21280,4.960462000000001,-34.466685,0
4919,320.432956,-46.403107,0
4888,20.248685000000002,-25.97468,0
36743,64.49939599999999,-62.709092000000005,1
13986,50.93651,-33.716649,0
23225,21.4267,3.063492,0
33846,73.30798,-60.779011,1
3770,50.565972,-50.332015000000006,0
20929,87.510091,-25.315916,0
31538,54.972561999999996,-21.526053,1
36023,340.72121,-42.49826,0
12936,15.203613,-27.792207,1
16612,343.481346,-62.722072999999995,1
31923,354.588119,-47.39059,1
39204,20.000915,1.156319,0
6258,9.15757,-32.575569,0
37420,324.055254,-52.163790000000006,0
4257,333.55157,-1.6854790000000002,1
32218,85.42806800000001,-24.006886,0
35432,5.474315,-32.307795,1
5019,63.677176,-60.189558999999996,1
35646,16.845009,-40.395517,0
9044,66.962312,-53.887267,1
34339,26.945504,-22.288123000000002,1
28371,88.40832499999998,-27.714318,0
33847,11.019484,0.27176999999999996,0
18729,62.261703000000004,-26.300464,1
24111,88.865207,-45.968737,1
6148,26.176775,-15.669064,0
11682,311.871655,-52.793453,1
24477,67.569765,-27.821623,1
34270,43.33311,-35.565936,1
26689,329.08327,-1.164854,0
25983,58.203152,-27.006705,1
741,21.897775,-1.471061,1
32742,22.377023,-19.480979,0
33502,356.887629,-1.713712,1
32254,39.872537,-10.330564,0
8773,64.23473100000001,-44.686085,0
3549,49.653845000000004,-25.82036,0
36270,26.990838,-19.166114,1
999,326.54939,-43.939585,0
7057,11.094532000000001,-3.7074849999999997,1
38464,82.321742,-25.18585,1
37444,44.948005,-22.934417,1
24716,0.440116,-43.589979,1
21248,332.06956,-62.486168000000006,0
35937,74.066824,-18.502274,1
19445,343.45487099999997,-1.847169,0
24689,57.043395,-54.21414,0
3787,74.94579499999998,-22.681102,0
4550,54.636013,-13.011052000000001,0
26653,69.78220300000001,-62.635537,1
4506,359.609197,1.9238,0
37907,91.078764,-38.472331,0
1230,42.445838,-1.177492,1
16495,345.05899300000004,-39.912597,0
34714,22.444291,-13.885535999999998,1
33336,39.968441,-27.784993,1
15795,33.404808,-16.972023,1
29813,41.539687,3.566563,0
8584,84.762251,-41.114329,1
4590,26.199735,-4.113356,0
33060,21.870548,-15.988055999999998,0
15361,39.615556,-52.229717,1
7882,86.973455,-33.442671000000004,1
26053,65.72920699999999,-45.510071999999994,1
17333,319.616582,-47.969753000000004,0
39290,34.184582,-34.414271,1
19216,54.647895,-26.512284,1
29651,82.883815,-42.79501,1
16109,90.165864,-56.14684200000001,0
15917,19.524042,-52.776252,0
14568,42.672666,-62.71734300000001,0
16470,347.90098900000004,-2.418259,0
27216,337.173161,-0.059311,0
18305,77.520583,-32.702938,1
18769,321.79671,-45.060066,1
12170,70.291137,-22.873144,1
18111,28.750471,0.6904119999999999,0
10139,350.859998,-41.026832,1
18309,306.249252,-64.225445,1
23760,303.307892,-49.926681,1
13661,70.63328800000001,-60.466161,0
11973,73.883461,-52.674567,0
31338,300.154722,-53.930917,1
26487,317.684904,-45.676564,1
9068,52.975312,-28.349320000000002,1
36272,56.614874,-30.013855,0
19165,71.896048,-20.467238000000002,0
35298,30.842923,-14.826163000000001,0
4769,357.495901,-39.513444,0
27627,51.469219,-60.228419,0
9822,75.08730899999998,-31.207185,0
10847,11.155045,-62.849096,0
26465,69.90635,-22.189968,1
14007,13.840712,3.4727550000000003,1
947,331.217652,-50.246334000000004,1
17281,332.427142,1.731052,1
29366,353.556118,-62.763375,1
23411,19.041573,1.9892880000000002,0
32264,305.94638399999997,-40.513275,0
20175,343.87241800000004,-64.583915,1
38273,56.015804,-21.767643,0
26850,21.695674,-1.31679,0
15776,44.631945,-5.054837,1
23283,56.744199,-46.695139000000005,1
5528,8.839438999999997,-30.991432,0
15336,14.810223,-49.193545,1
15269,73.863823,-41.386574,0
11452,35.668235,-33.820958000000005,0
33871,3.649929,-60.106807,0
27609,36.830622999999996,-32.136856,1
21407,98.17092,-57.363874,0
30023,54.08336800000001,-54.758274,0
34014,40.899165,-53.398846,0
23912,71.321279,-20.466545999999997,1
26587,20.883073,-35.233266,1
15877,315.860167,-58.976188,1
36702,328.090283,-58.531127000000005,0
37386,68.45050400000001,-50.809239,0
4809,336.257751,-49.078012,1
35206,68.01503100000001,-47.064791,1
35547,353.901248,-51.356024,1
30948,44.175473,-35.658951,1
27913,41.786267,-21.816582,0
18645,319.246174,-49.140754,1
20834,48.107779,-58.311845,1
34792,5.12069,-26.082942000000003,0
28610,51.510024,-29.560090000000002,0
19891,38.356598999999996,-61.141565,1
38312,25.682934,-4.818177,0
21763,32.2729,-6.307604,1
16499,8.740343,-2.830666,1
38976,339.111944,2.139537,0
23536,38.933040000000005,-33.538152000000004,0
23303,311.141316,-53.574406,0
7547,36.316533,-7.180944,1
10429,40.60439,-17.749315,1
3265,52.350101,-18.187473999999998,1
36484,21.232926000000003,-0.523421,1
21942,21.785174,-20.045442,0
21437,49.24167,-45.801995,1
11289,22.267191,0.050864,1
35812,68.53376800000001,-40.133232,1
35697,37.810858,-16.768627,0
23366,332.87820899999997,-46.080445000000005,1
18471,333.690773,-50.365621000000004,0
10260,75.25939100000001,-23.980457,1
12886,49.949499,-19.452281,0
4406,43.834496,-37.205688,1
15951,25.95276,-42.314075,0
7264,27.496351,-36.194634,1
747,39.762809000000004,-13.39817,1
28470,49.195285999999996,-10.394062,1
12002,20.5837,-30.917266,1
39475,57.444731999999995,-25.467841,1
38104,76.989662,-48.304481,0
21285,80.02262900000001,-34.652693,0
3590,81.249278,-31.909443,1
29412,33.209681,-20.480422,0
31249,15.452942000000002,-61.546603000000005,1
33374,89.741254,-36.420177,1
33597,86.032434,-31.686908000000003,0
35305,36.23435,-1.512905,0
15788,2.195519,-37.671549,0
6686,43.055714,-11.388883,0
23110,15.178291,-42.760674,0
12805,23.77916,-34.255892,0
31537,87.222272,-25.024055999999998,1
32740,309.966528,-51.350208,1
16140,19.459754,-1.143846,1
15177,51.611833000000004,-46.617312,1
16100,15.194964,-63.784621,0
3078,67.237111,-36.703744,0
26956,37.678027,-2.9121740000000003,0
39823,14.27302,-3.725314,1
33656,36.730483,-14.813992,1
6186,36.233407,-1.5138610000000001,1
9034,46.927852,-21.994567,1
12545,40.855126,-11.815101,1
17340,52.239498,-34.575213999999995,0
39119,343.285414,-1.5794110000000001,1
6282,70.160673,-18.114875,1
36199,313.213648,-43.996324,0
25992,66.15355600000001,-17.809038,1
34895,2.033789,-43.53042,0
16479,34.175181,-4.705687999999999,1
25143,98.765724,-58.18111,1
29949,15.241273000000001,-1.153563,1
12108,34.187095,-48.163746,1
22494,355.912431,2.345132,1
16298,29.340064,-16.420118,1
10614,91.69919300000001,-47.562624,1
26525,45.458159,-9.493936,1
4372,322.612077,-42.457041,0
5845,39.770358,-61.111352000000004,0
36017,31.661294,-55.40525600000001,1
38194,340.428197,-44.7884,0
8565,95.540685,-55.29134200000001,0
38729,90.808868,-60.302043999999995,1
3335,28.572425,-51.112528000000005,1
1313,18.468393,-31.509594,0
18552,39.39533,-19.22649,1
11128,83.11396599999998,-38.492587,0
37754,94.350448,-46.095079,1
18726,13.877767,-58.837461,1
28729,59.919768000000005,-27.709331,1
8664,23.090207999999997,-18.33833,1
32386,81.903348,-25.252672,0
23311,68.12136699999999,-56.63886,0
30959,50.533446000000005,-25.278069,1
23013,16.949431,-38.627642,1
5966,336.322096,-42.435624,0
25327,19.261741,-40.915605,0
14216,57.670663,-45.529508,1
3373,7.149399000000001,-33.985986,0
31444,46.991945,-35.992094,0
12251,43.375889,-47.034921000000004,1
9628,327.843501,-44.967368,1
36507,81.605272,-25.386979,1
2353,322.944563,-43.431711,0
16097,334.27831299999997,-53.8079,1
35627,47.383286,-51.714746000000005,1
370,339.80676800000003,-43.991490999999996,1
31487,75.801036,-21.338902,0
9298,76.012077,-24.312738,1
31076,75.80149499999999,-57.801684,0
20771,356.822083,-2.074759,1
10754,56.044306999999996,-24.283781,1
30181,324.00752,-53.058933999999994,1
33647,301.175898,-57.675417,0
33151,42.025593,-11.286475,0
21297,13.057286,-3.986987,0
4046,25.615122,-2.501004,0
17438,328.244512,-62.50993100000001,1
21702,36.55017,-47.700091,0
12816,89.54871800000001,-36.328747,0
38698,320.71565,-48.025956,0
30541,333.305551,-60.087998,0
7291,32.332998,3.854795,0
23710,306.410801,-59.632776,0
26431,42.053874,-16.554553,0
11485,50.347656,-20.591615,1
20039,71.112967,-54.050139,1
37445,34.279224,-43.048052,0
27113,59.211078,-16.322596,0
27691,315.349951,-44.17264,0
23787,39.400134,1.984884,1
18464,37.711852,-49.778867,0
31876,20.766412,-40.329055,1
32828,9.499858,3.069785,1
3517,27.631111,-47.062773,0
10895,306.640536,-63.49683100000001,0
26622,355.256892,1.4202059999999999,1
19510,76.555829,-31.708258,1
22479,30.858753000000004,-22.611645000000003,1
30212,330.333385,-42.720102000000004,0
25408,75.05860799999998,-55.07764,0
36434,338.654009,-44.867653000000004,1
9730,18.839942,-1.198608,0
33219,51.221944,-14.904585999999998,1
15883,87.497698,-49.944748,1
11392,53.695508,-18.233903,1
10262,27.483471,-59.064643000000004,1
11297,58.227603,-21.912159,1
13850,7.656161999999999,-43.633071,1
31100,349.237992,-60.988556,0
39375,314.75920299999996,-56.590692000000004,0
27281,50.338484,-64.563965,0
9617,38.47692,-5.9500660000000005,1
25739,78.762017,-43.450874,1
37978,33.763191,-63.74388199999999,0
2239,76.162509,-37.267509999999994,1
25191,86.87738999999998,-52.027897,0
4077,18.01173,3.614149,1
25254,24.180223,-35.30657,0
37579,359.99104,-46.816815000000005,1
16994,0.866,-2.3659939999999997,1
39183,37.736940000000004,-49.188983,0
20793,66.752299,-58.696611,0
2895,0.22734200000000002,-52.232482,1
17788,30.436147,-51.085155,1
20183,33.216275,-26.313276000000002,1
6433,23.580069,-32.7583,1
16314,83.63042999999998,-45.597876,0
25110,337.28283,-51.739684999999994,1
22980,86.376941,-47.246028,1
30937,65.673969,-24.638926,1
35351,89.190694,-60.655172,1
27962,32.172839,-28.840412,0
27155,64.552305,-36.156246,0
39759,333.280048,-44.708169,1
18557,34.468332000000004,-9.167284,0
7796,66.608294,-29.407088,1
39530,54.323658,-39.861018,0
32719,32.300554999999996,-45.196988,1
3900,45.992670000000004,-64.963533,1
17230,22.040788,-3.9370279999999998,1
38059,337.194892,-45.899428,1
16863,60.451453,-54.624015,0
37514,18.396191,-44.704428,0
7529,7.05957,-2.465651,1
19273,88.007377,-34.29502,1
33477,96.946949,-57.68999,0
25843,70.780119,-20.839057,0
38485,91.503704,-33.042207999999995,0
2927,74.067552,-18.816910999999998,1
28733,11.695696,-30.071524,0
5975,332.481923,-63.885823,0
32245,359.696384,-51.591098,0
34926,55.963039,-17.7223,1
19759,50.017409,-52.180793,0
21113,43.668409999999994,-59.519413,1
18770,56.984236,-32.887073,0
32432,17.102916,-47.3059,1
21969,9.737513,2.7195650000000002,1
22251,352.35027,-59.655412,0
27279,324.22986299999997,-55.061488,1
14351,78.997517,-45.381984,0
8501,63.425777000000004,-42.239657,0
30832,15.320820000000001,-19.357778,0
4757,45.635171,-58.006347,0
14963,91.170436,-31.630264,0
20950,12.480015,-55.226051,0
19259,36.397523,-20.232972,1
31375,87.622331,-32.881718,1
39893,69.058285,-29.166487,0
35527,7.671553999999999,4.2963689999999986,0
32311,319.92107999999996,-48.485828000000005,0
5395,47.288067,-31.090406,0
7507,53.405747,-54.801051,1
7008,36.659969,-44.428158,1
38244,344.89589,-0.245162,1
12864,50.131734,-32.153804,0
17204,341.06131400000004,-45.116329,0
11913,91.4653,-43.608695000000004,1
34735,3.0226,-35.391742,0
28178,311.250292,-43.95691,1
20048,22.465474,-41.002846999999996,1
1092,20.518247,-30.500379,1
6043,26.415297,-52.961521,1
1759,85.529423,-40.966208,0
21562,344.54724300000004,-1.534048,0
23686,0.213797,-44.660372,0
2200,11.988715,-55.40108299999999,0
18195,80.443866,-30.29155,0
4712,13.088058,-17.17384,0
3887,17.120801,-28.578928,1
12161,24.194295,-62.572334999999995,1
17041,87.429271,-25.20903,1
38177,44.655958,-10.099053,0
9554,69.86929599999999,-21.959855,0
17728,318.01051,-55.012065,1
35933,19.051496,1.506232,0
9180,65.442747,-27.131803,0
4433,37.224294,2.520315,1
26045,37.992973,-54.097464,1
21991,44.644738000000004,-22.021467,0
14106,342.281967,-39.917077,0
33568,6.262829,-62.811371,0
15888,340.961736,-54.522389000000004,0
11084,75.46034300000001,-29.092424,0
3359,30.639807,-42.794476,0
5953,336.352299,-49.916175,0
14999,37.531271000000004,-14.398992000000002,1
14634,84.07016899999999,-35.982758000000004,1
13426,354.188541,-49.661208,1
32449,11.511455,-49.355457,0
2870,78.603081,-41.095185,0
7469,71.169514,-44.792888,1
8709,16.748199,2.498609,1
26322,53.522004,-19.460985,1
16583,79.200583,-29.543474,1
4557,324.707388,-60.026086,0
24563,41.950173,0.313173,1
6486,30.44528,-52.23586,0
21508,82.66149300000001,-45.251757,0
11123,17.351848999999998,-27.344781,0
25735,39.879005,0.535986,1
19122,47.967331,-16.910717,1
7534,22.299099,2.772461,0
937,335.478586,-46.387716999999995,1
10533,46.778238,-41.739624,1
26546,82.08757399999998,-28.783507,0
3133,45.772388,-42.007104,0
38370,32.463260999999996,1.082667,1
20299,69.076036,-30.612585,0
12310,55.861367,-34.244806,1
12388,17.178947,-57.290975,0
38578,24.832056,-28.905669,1
32298,50.899884,-55.950373,0
25010,41.761472,-24.800564,0
27706,69.729623,-24.375936,0
32746,66.125298,-64.634058,0
4789,22.208323,2.619623,1
37305,52.761254,-32.327772,0
32280,27.61341,-4.9711979999999985,0
28069,357.516164,-42.313896,1
12929,8.943204,-56.025599,1
22264,82.611277,-24.888325,0
36302,317.533828,-50.283859,0
1367,308.382824,-49.153458,1
15855,53.459741,-58.38011899999999,0
3338,47.521243,-55.408267,0
1534,31.053833,-49.292054,0
36131,50.99463,-26.016754000000002,0
12723,35.563171999999994,5.233559,1
16238,86.822581,-43.326871999999995,1
35039,17.283523000000002,-36.240199,1
36024,92.598389,-50.771715,0
15773,305.127278,-51.020618,1
13275,315.657971,-47.055046000000004,1
37625,21.526589,-50.371533,0
10296,320.697381,-45.956516,1
6099,45.422268,-62.265596,0
11675,325.376791,-55.258472,0
35453,74.838748,-19.174419,0
14861,9.62524,-28.149482,1
15768,83.91195400000001,-20.068986,1
28130,350.07728399999996,-64.46048,0
15996,15.403070000000001,-4.320544,1
26139,49.492557,-34.167206,1
33962,21.0373,-44.950712,1
19515,88.101826,-56.802721,0
18730,314.574798,-45.20047,0
3556,42.252145,-43.49873,1
36060,320.586606,-2.328586,1
37172,53.696856000000004,-30.638682,1
38323,25.730875,-20.880741,0
25589,59.090766,-25.040807,0
586,346.33761699999997,-0.152617,1
17793,42.483839,-40.038159,1
16833,318.82601,-42.399209,1
39188,22.700248000000002,-21.779811,1
38106,81.21546500000001,-29.543841999999998,1
11230,308.372952,-43.961793,1
21226,78.99489299999998,-41.018203,0
24006,76.514945,-53.35355500000001,1
12355,55.678518000000004,-17.498072,0
20078,69.80054200000001,-43.375898,0
12450,16.268945000000002,-4.089402,0
19491,71.135981,-22.945168,1
18636,18.769651,-59.425003000000004,1
289,29.982362,-55.863385,0
25465,87.040738,-31.034807,1
31983,64.831609,-30.993669,1
433,62.504347,-17.716593,0
28078,14.096048000000001,-52.84831,1
23333,22.660054000000002,-2.653182,0
31568,41.392495000000004,1.1321430000000001,1
24072,22.367134,-1.304542,1
39122,17.511761,0.852456,0
13707,95.040909,-56.409902,0
31515,20.833235000000002,-31.800894,1
26156,15.0203,0.388869,0
21557,30.200274,0.136598,1
